surface,rooms,bathrooms,location,city,property_type,floor,total_floors,parking,has_garden,has_pool,year_built,price
289,4,3,Sousse,Sousse,house,0,8,True,False,False,1998,743209
231,5,3,Monastir,Monastir,house,0,8,True,False,False,1993,329945
496,2,3,Bizerte,Bizerte,apartment,9,5,False,False,False,2000,582502
384,6,4,Hammamet,Hammamet,apartment,3,2,True,False,False,1991,1044610
68,2,1,Nabeul,Nabeul,apartment,7,5,False,False,False,1999,142310
414,1,4,Sfax,Sfax,apartment,3,8,False,False,False,2018,486201
363,7,3,Kairouan,Kairouan,apartment,6,1,True,False,False,1993,618682
283,2,2,Kairouan,Kairouan,villa,0,2,False,False,True,2015,1181400
378,5,1,Sfax,Sfax,villa,0,8,True,False,True,2003,1502339
440,1,3,Gafsa,Gafsa,apartment,0,2,True,False,False,2011,501547
395,2,4,Sousse,Sousse,villa,0,9,True,True,True,2015,2501948
380,1,4,Hammamet,Hammamet,apartment,1,3,True,False,False,2007,511358
182,2,3,Bizerte,Bizerte,villa,0,8,False,False,False,2013,451825
161,7,4,Gafsa,Gafsa,house,0,9,True,False,False,1990,347931
162,6,3,Nabeul,Nabeul,villa,0,2,False,False,True,2020,537232
226,5,3,Tataouine,Tataouine,apartment,4,4,False,False,False,1994,230520
274,3,3,Hammamet,Hammamet,apartment,5,7,False,False,False,1991,414945
392,6,1,Nabeul,Nabeul,apartment,7,4,True,False,False,2019,701366
58,1,3,Sfax,Sfax,villa,0,6,False,False,False,1997,173220
428,4,2,Nabeul,Nabeul,villa,0,2,False,False,True,2021,2875964
226,5,4,Gabès,Gabès,villa,0,6,True,True,True,2010,788189
464,5,4,Soukra,Tunis,villa,0,9,False,True,False,2013,2811283
110,6,3,Sousse,Sousse,apartment,2,1,False,False,False,1993,132264
96,7,2,Bizerte,Bizerte,villa,0,8,False,False,True,1991,220326
467,7,1,Nabeul,Nabeul,house,0,5,True,False,False,2002,1762435
248,7,2,Tataouine,Tataouine,apartment,5,4,True,False,False,2002,424764
333,3,2,Sfax,Sfax,apartment,1,2,False,False,False,1990,224308
291,2,3,Hammamet,Hammamet,villa,0,2,True,True,False,1990,1174646
449,2,3,Hammamet,Hammamet,house,0,1,False,True,False,2012,992383
275,1,1,Nabeul,Nabeul,house,0,8,False,False,False,1995,795366
246,6,1,Gabès,Gabès,apartment,6,1,False,False,False,1993,192273
283,3,4,La Marsa,Tunis,house,0,1,False,True,False,2016,1769304
355,5,1,Sousse,Sousse,house,0,8,True,True,False,2021,1301665
484,1,2,Sousse,Sousse,apartment,2,3,False,False,False,2013,867134
195,2,2,Nabeul,Nabeul,villa,0,7,False,True,False,2022,600462
138,5,3,Sfax,Sfax,apartment,0,5,False,False,False,1999,112828
285,1,4,Bizerte,Bizerte,apartment,8,2,True,False,False,2004,289913
318,2,4,Gabès,Gabès,house,0,4,False,False,False,2003,809933
499,2,3,Sfax,Sfax,apartment,4,9,False,False,False,2004,834727
175,1,2,Gafsa,Gafsa,apartment,4,6,True,False,False,1997,277830
115,3,2,Nabeul,Nabeul,apartment,8,6,False,False,False,2017,322782
187,3,1,Tataouine,Tataouine,apartment,1,4,True,False,False,1998,191480
78,4,1,Sfax,Sfax,house,0,8,True,True,False,1991,110464
236,6,3,Soukra,Tunis,apartment,5,7,True,False,False,2020,927763
264,4,1,La Marsa,Tunis,apartment,0,1,False,False,False,1990,849552
456,3,1,Bizerte,Bizerte,villa,0,3,True,True,False,2013,1474366
52,4,4,Centre Ville,Tunis,house,0,3,True,False,False,2004,264045
291,7,3,Hammamet,Hammamet,villa,0,7,False,False,False,1994,538675
473,5,4,Monastir,Monastir,apartment,2,9,True,False,False,1996,383016
264,3,2,Monastir,Monastir,villa,0,9,False,True,True,2010,709979
90,1,4,Sfax,Sfax,apartment,0,8,True,False,False,2023,123152
324,3,1,Centre Ville,Tunis,apartment,7,8,False,False,False,2002,993384
310,2,2,Monastir,Monastir,villa,0,6,False,False,True,2004,582641
178,6,2,Bizerte,Bizerte,house,0,5,True,True,False,1990,173189
363,3,4,Sousse,Sousse,villa,0,8,False,False,True,2011,1788878
292,4,2,Tataouine,Tataouine,villa,0,7,False,True,False,1997,371872
411,6,4,Hammamet,Hammamet,apartment,0,6,True,False,False,1998,1181238
261,6,2,Monastir,Monastir,villa,0,1,False,False,False,2016,309692
469,2,4,Monastir,Monastir,villa,0,1,False,True,True,1992,979285
444,2,4,Nabeul,Nabeul,apartment,1,9,True,False,False,2018,838041
99,5,4,Sousse,Sousse,house,0,8,False,True,False,1992,179567
202,3,4,Kairouan,Kairouan,apartment,1,3,False,False,False,1990,159822
140,6,1,Bizerte,Bizerte,villa,0,7,False,True,False,1994,490311
450,6,1,Gafsa,Gafsa,house,0,5,False,False,False,2020,725868
199,3,2,Kairouan,Kairouan,house,0,1,False,False,False,2004,270703
187,6,4,Sousse,Sousse,villa,0,5,True,False,True,2020,602075
157,4,3,Tataouine,Tataouine,apartment,5,7,False,False,False,2005,232108
472,2,2,Monastir,Monastir,apartment,8,7,True,False,False,2023,666879
89,3,4,Nabeul,Nabeul,villa,0,9,False,False,False,2005,366217
126,3,1,Monastir,Monastir,apartment,1,1,False,False,False,2002,203616
323,6,1,Bizerte,Bizerte,villa,0,7,False,True,True,1997,1586315
421,1,4,Gabès,Gabès,house,0,3,False,True,False,2016,660306
82,5,3,Gabès,Gabès,apartment,7,1,False,False,False,2008,150355
346,5,1,Nabeul,Nabeul,house,0,8,False,True,False,2012,1354905
82,4,1,Gabès,Gabès,villa,0,8,False,True,False,2001,124562
466,2,4,Ariana,Tunis,villa,0,3,True,False,True,1995,3287185
246,5,2,Sousse,Sousse,apartment,2,6,False,False,False,2023,670104
195,1,3,Monastir,Monastir,apartment,9,6,False,False,False,2022,373776
412,6,3,Bizerte,Bizerte,house,0,3,True,True,False,2013,754219
353,7,2,Sousse,Sousse,villa,0,7,True,True,True,2014,2241643
132,7,3,Sfax,Sfax,apartment,7,1,True,False,False,2002,230852
486,4,2,Gafsa,Gafsa,apartment,2,4,False,False,False,1992,783432
117,5,2,Sfax,Sfax,villa,0,9,True,True,False,1999,206853
317,6,2,Sousse,Sousse,villa,0,3,False,True,True,2016,1332622
456,2,1,Hammamet,Hammamet,house,0,6,True,True,False,2012,1470701
126,1,4,Kairouan,Kairouan,apartment,2,2,True,False,False,2010,204694
178,5,2,Tataouine,Tataouine,apartment,8,9,False,False,False,2012,307156
60,7,3,Monastir,Monastir,villa,0,8,True,False,False,2015,180079
479,6,1,Tataouine,Tataouine,house,0,5,True,False,False,2008,717649
411,7,2,Ariana,Tunis,house,0,1,True,False,False,2019,1669580
283,3,1,Kairouan,Kairouan,apartment,8,3,False,False,False,1990,261944
250,4,1,Sfax,Sfax,villa,0,2,False,False,False,2022,895680
475,5,2,Bizerte,Bizerte,apartment,8,6,False,False,False,1998,400140
448,4,1,Kairouan,Kairouan,house,0,6,True,True,False,2009,1317360
72,5,2,Tataouine,Tataouine,villa,0,8,True,False,True,2022,117747
184,7,2,Nabeul,Nabeul,villa,0,5,True,True,False,2004,424614
394,1,4,Gabès,Gabès,house,0,2,True,False,False,1996,614824
427,2,4,Kairouan,Kairouan,house,0,3,True,False,False,1996,809002
222,3,2,Kairouan,Kairouan,house,0,8,False,True,False,2000,554666
360,1,2,Sfax,Sfax,villa,0,8,True,True,True,1991,737901
355,1,3,Gabès,Gabès,house,0,4,True,False,False,1998,844323
453,3,2,Sousse,Sousse,apartment,3,8,True,False,False,1990,1054230
480,3,2,Sfax,Sfax,house,0,6,False,False,False,2018,1204070
117,5,1,Gabès,Gabès,house,0,1,True,False,False,1994,310083
137,1,2,Monastir,Monastir,villa,0,7,False,False,False,2000,412512
446,1,1,Monastir,Monastir,villa,0,2,True,True,False,2003,1266972
289,2,4,Tataouine,Tataouine,villa,0,3,True,True,True,1993,742963
392,5,2,Bizerte,Bizerte,apartment,2,3,True,False,False,2003,312157
429,3,4,Gabès,Gabès,house,0,5,False,False,False,2013,894550
215,1,2,Gabès,Gabès,apartment,2,6,False,False,False,1999,169936
188,5,2,Ariana,Tunis,apartment,1,1,False,False,False,2020,690054
340,5,3,Sousse,Sousse,villa,0,4,False,True,True,2012,2355580
473,7,2,Centre Ville,Tunis,apartment,8,1,True,False,False,2004,1265712
455,1,2,Bizerte,Bizerte,apartment,0,1,True,False,False,1997,929892
395,5,2,Sfax,Sfax,villa,0,6,False,True,False,2005,879080
129,6,2,Tataouine,Tataouine,villa,0,8,False,True,False,1995,307934
439,2,1,Lac 1,Tunis,apartment,8,6,True,False,False,2005,2229154
476,5,3,Sousse,Sousse,house,0,8,True,False,False,2020,787484
490,3,4,Kairouan,Kairouan,house,0,9,True,False,False,2012,909100
315,7,1,Sfax,Sfax,villa,0,3,False,True,True,2004,1506160
403,2,3,Sfax,Sfax,house,0,3,False,False,False,2010,617363
292,1,2,Tataouine,Tataouine,apartment,0,2,False,False,False,1990,435897
362,2,1,Tataouine,Tataouine,villa,0,8,False,False,True,1994,579402
168,4,4,Sfax,Sfax,villa,0,7,True,True,False,1998,432259
64,5,1,Nabeul,Nabeul,apartment,4,8,True,False,False,1996,161925
104,4,4,Tataouine,Tataouine,apartment,7,6,True,False,False,2019,171312
152,7,4,Hammamet,Hammamet,apartment,2,8,False,False,False,2009,434841
145,3,3,Hammamet,Hammamet,villa,0,1,True,True,True,2015,508361
85,3,2,Gabès,Gabès,house,0,3,False,False,False,2001,186700
405,6,1,Tataouine,Tataouine,apartment,7,1,False,False,False,2001,348948
200,7,2,Hammamet,Hammamet,apartment,1,4,True,False,False,2002,408744
387,3,4,Sousse,Sousse,apartment,5,9,True,False,False,2008,848946
160,3,2,Gabès,Gabès,apartment,2,3,True,False,False,2009,110745
380,5,4,Bizerte,Bizerte,apartment,0,1,True,False,False,2003,594350
234,3,3,Tataouine,Tataouine,villa,0,2,True,True,True,2011,520617
332,5,1,Gabès,Gabès,apartment,4,2,True,False,False,1998,602938
475,4,2,Hammamet,Hammamet,villa,0,8,True,False,False,1996,2244015
192,4,4,Sousse,Sousse,house,0,6,True,False,False,1998,544078
249,7,4,Bizerte,Bizerte,house,0,3,True,True,False,1996,323026
477,2,3,Gafsa,Gafsa,house,0,9,False,False,False,2018,1090879
253,3,3,Gabès,Gabès,apartment,7,4,True,False,False,1995,440979
443,2,4,Sousse,Sousse,villa,0,9,True,False,True,1996,3018492
392,3,2,Nabeul,Nabeul,house,0,4,True,False,False,2012,1331707
56,3,1,Hammamet,Hammamet,house,0,3,True,True,False,2006,122594
203,1,4,Monastir,Monastir,villa,0,6,True,False,False,2002,362184
317,7,1,Ariana,Tunis,apartment,0,4,True,False,False,2003,1035496
416,3,4,Sfax,Sfax,apartment,9,9,False,False,False,2006,773094
164,7,1,Monastir,Monastir,apartment,8,8,False,False,False,2023,319209
137,3,2,Hammamet,Hammamet,house,0,1,False,False,False,2002,295361
186,4,3,Monastir,Monastir,apartment,2,7,True,False,False,2012,348883
306,6,4,La Marsa,Tunis,house,0,3,True,True,False,1999,793945
118,3,1,Monastir,Monastir,house,0,2,True,True,False,2016,129551
423,1,2,Nabeul,Nabeul,apartment,1,2,False,False,False,2002,883224
129,3,4,Bizerte,Bizerte,apartment,5,7,False,False,False,2022,257380
253,1,1,Gafsa,Gafsa,apartment,8,2,False,False,False,2019,260488
316,6,4,Kairouan,Kairouan,villa,0,3,False,True,False,2015,436974
329,5,1,Hammamet,Hammamet,villa,0,4,False,True,False,2023,1948006
213,7,3,Gabès,Gabès,house,0,1,False,True,False,2002,356492
231,7,3,Sfax,Sfax,house,0,2,False,True,False,2010,582966
170,1,3,Gafsa,Gafsa,villa,0,3,False,False,False,1995,402696
232,6,1,Gabès,Gabès,villa,0,4,True,True,True,1997,1023808
256,6,4,La Marsa,Tunis,house,0,4,False,False,False,2008,1024358
137,2,4,Tataouine,Tataouine,apartment,1,2,False,False,False,2005,236516
67,7,3,Bizerte,Bizerte,house,0,6,False,True,False,2021,123403
388,1,3,Gabès,Gabès,house,0,5,False,True,False,2001,445203
390,3,2,Monastir,Monastir,apartment,2,9,False,False,False,2021,559728
272,4,1,Tataouine,Tataouine,villa,0,7,False,True,False,2021,756999
470,3,4,Nabeul,Nabeul,villa,0,5,True,True,True,2019,2281911
81,5,2,Monastir,Monastir,villa,0,3,True,True,False,2000,305273
453,5,1,Tataouine,Tataouine,villa,0,6,True,False,False,2008,1198638
217,7,1,Bizerte,Bizerte,apartment,9,8,True,False,False,1996,147646
250,1,2,Sfax,Sfax,apartment,8,3,False,False,False,2011,321400
356,4,4,Kairouan,Kairouan,apartment,6,7,True,False,False,2009,724872
158,3,4,Hammamet,Hammamet,house,0,8,False,True,False,2002,230729
161,7,4,Tataouine,Tataouine,villa,0,1,True,False,False,1990,334232
307,6,4,Bizerte,Bizerte,house,0,5,True,False,False,2007,297696
216,4,2,Gafsa,Gafsa,apartment,8,4,False,False,False,2018,274752
129,5,3,Soukra,Tunis,villa,0,9,False,True,False,2015,393857
199,3,2,Gafsa,Gafsa,house,0,7,True,False,False,1998,526754
64,5,2,Kairouan,Kairouan,house,0,5,False,True,False,2012,62965
413,4,1,Sfax,Sfax,villa,0,3,True,False,True,2001,823969
126,2,2,Hammamet,Hammamet,house,0,7,False,False,False,2001,441473
420,6,2,Gabès,Gabès,villa,0,9,False,True,False,2008,1574052
284,2,3,Sousse,Sousse,villa,0,9,True,False,True,1993,1943479
484,5,4,Gabès,Gabès,apartment,9,6,False,False,False,1992,637718
281,7,3,Sfax,Sfax,apartment,0,5,False,False,False,1990,185684
200,7,3,Hammamet,Hammamet,villa,0,5,False,True,True,1991,575752
442,4,2,La Marsa,Tunis,apartment,1,6,True,False,False,1997,1783072
122,7,2,Sfax,Sfax,apartment,1,5,True,False,False,1994,238368
206,7,1,Bizerte,Bizerte,villa,0,6,False,True,True,2003,591328
468,2,4,Bizerte,Bizerte,house,0,6,False,True,False,1992,1062753
350,2,2,Hammamet,Hammamet,house,0,5,False,False,False,2004,818454
401,5,4,Bizerte,Bizerte,apartment,0,2,False,False,False,2021,580327
416,4,3,Sousse,Sousse,apartment,2,5,True,False,False,2022,566092
159,5,4,Sousse,Sousse,house,0,5,True,True,False,2023,234345
396,1,1,Nabeul,Nabeul,villa,0,5,True,True,False,2014,1194420
452,6,4,Gafsa,Gafsa,house,0,7,True,False,False,2007,485193
454,7,1,Sfax,Sfax,apartment,2,9,True,False,False,1997,573565
367,7,3,Kairouan,Kairouan,apartment,7,3,True,False,False,2006,762684
416,1,1,Bizerte,Bizerte,apartment,5,9,True,False,False,1991,347692
397,1,3,Gafsa,Gafsa,house,0,3,False,False,False,1994,964074
165,5,2,Sfax,Sfax,villa,0,6,True,True,True,2000,300745
230,5,2,Hammamet,Hammamet,apartment,3,3,False,False,False,2002,528540
295,3,3,Sousse,Sousse,villa,0,5,True,True,True,2010,1628398
322,6,3,Kairouan,Kairouan,apartment,0,1,True,False,False,2023,668626
126,5,2,Soukra,Tunis,villa,0,9,False,True,True,1996,706864
303,7,2,Tataouine,Tataouine,apartment,1,3,True,False,False,1995,368290
329,3,4,Monastir,Monastir,house,0,1,False,True,False,2023,341749
314,7,4,Bizerte,Bizerte,villa,0,2,False,False,True,2012,623664
265,1,4,Hammamet,Hammamet,house,0,5,True,True,False,2020,678972
491,1,4,Gafsa,Gafsa,apartment,7,2,False,False,False,2007,871623
468,7,1,Nabeul,Nabeul,apartment,7,9,False,False,False,1995,941803
237,4,1,Kairouan,Kairouan,villa,0,6,True,True,False,2017,415858
199,7,4,Monastir,Monastir,villa,0,1,False,False,True,2002,641493
451,2,1,Kairouan,Kairouan,apartment,5,7,False,False,False,2011,462906
66,3,4,Hammamet,Hammamet,apartment,9,9,False,False,False,2018,154994
163,1,4,Nabeul,Nabeul,apartment,7,7,False,False,False,2017,275796
256,4,2,Gabès,Gabès,house,0,5,True,True,False,1990,274296
457,6,4,Centre Ville,Tunis,apartment,2,1,False,False,False,2009,850020
257,1,3,Gabès,Gabès,apartment,0,7,True,False,False,1995,317127
360,7,4,Lac 2,Tunis,villa,0,8,True,True,True,2000,3738158
317,4,4,Gabès,Gabès,house,0,4,True,False,False,2016,628979
189,5,4,Monastir,Monastir,apartment,2,3,False,False,False,1991,338688
239,1,1,Sousse,Sousse,apartment,7,5,True,False,False,2021,483329
397,7,3,Nabeul,Nabeul,apartment,7,5,False,False,False,2001,441622
318,7,3,Hammamet,Hammamet,villa,0,2,False,False,False,2017,646354
194,5,2,Nabeul,Nabeul,house,0,2,False,True,False,2011,823271
423,5,1,Nabeul,Nabeul,villa,0,7,True,True,False,2015,2477845
129,6,3,Kairouan,Kairouan,apartment,4,9,False,False,False,2011,187204
477,5,1,Bizerte,Bizerte,villa,0,4,True,False,True,2004,1461704
221,2,1,Monastir,Monastir,apartment,0,3,False,False,False,2009,433867
283,2,4,Nabeul,Nabeul,villa,0,1,False,False,True,2005,1324704
311,3,3,Hammamet,Hammamet,house,0,2,True,True,False,2007,1152660
77,4,4,Monastir,Monastir,house,0,1,False,False,False,2005,89129
224,2,4,Nabeul,Nabeul,apartment,3,1,False,False,False,2012,479808
252,2,2,Nabeul,Nabeul,apartment,0,8,False,False,False,1999,284558
255,7,3,Monastir,Monastir,villa,0,6,True,True,True,2016,965415
435,7,3,Tataouine,Tataouine,villa,0,3,False,True,False,1996,1156209
182,6,1,Gafsa,Gafsa,apartment,3,7,False,False,False,1996,160888
95,2,4,Nabeul,Nabeul,house,0,9,False,True,False,2019,391900
114,1,1,Sfax,Sfax,villa,0,4,False,False,True,2000,258010
349,3,2,Gabès,Gabès,house,0,8,True,False,False,2018,381489
211,6,1,Carthage,Tunis,villa,0,1,True,False,False,2021,1532151
296,5,3,Sfax,Sfax,house,0,2,True,True,False,2005,520532
377,5,4,Sfax,Sfax,house,0,9,False,False,False,2012,677906
143,2,1,Sfax,Sfax,house,0,2,True,False,False,2021,183014
334,1,2,Tataouine,Tataouine,villa,0,9,False,False,False,1996,1175947
118,7,2,Sousse,Sousse,apartment,1,6,False,False,False,2007,283200
410,5,4,Kairouan,Kairouan,apartment,4,4,True,False,False,1997,754236
422,6,3,Monastir,Monastir,house,0,3,False,True,False,1998,956363
105,1,4,Sfax,Sfax,villa,0,4,False,True,True,1995,311134
175,5,4,Carthage,Tunis,apartment,9,9,False,False,False,2012,396200
224,1,1,Tataouine,Tataouine,villa,0,6,True,True,True,2016,846113
327,5,3,Kairouan,Kairouan,apartment,6,3,True,False,False,2002,451848
144,5,2,Sfax,Sfax,house,0,4,False,True,False,2003,249080
368,7,4,Gafsa,Gafsa,house,0,9,False,False,False,2017,894416
432,1,3,Kairouan,Kairouan,villa,0,4,True,False,False,1993,572189
436,3,1,Sfax,Sfax,apartment,0,9,False,False,False,2013,527036
84,2,1,Monastir,Monastir,villa,0,6,True,False,True,2002,323781
386,6,3,Monastir,Monastir,apartment,4,9,True,False,False,1998,367039
237,7,4,Sfax,Sfax,villa,0,7,True,False,True,2019,928899
70,3,1,Kairouan,Kairouan,house,0,7,True,True,False,2005,112168
491,7,3,Kairouan,Kairouan,apartment,8,5,True,False,False,1995,693724
498,3,4,Monastir,Monastir,house,0,2,False,False,False,2013,1116635
443,7,1,Sfax,Sfax,house,0,6,False,True,False,2005,773871
165,6,2,Kairouan,Kairouan,apartment,2,7,False,False,False,2023,197868
153,5,3,Gafsa,Gafsa,apartment,7,2,False,False,False,2017,262792
397,1,4,Centre Ville,Tunis,villa,0,5,False,True,True,2009,3815181
361,2,2,Kairouan,Kairouan,apartment,7,9,True,False,False,1994,538554
226,2,2,Gabès,Gabès,house,0,5,True,True,False,1996,425123
453,6,2,Tataouine,Tataouine,house,0,3,True,False,False,1991,640605
52,7,1,Sfax,Sfax,house,0,4,False,True,False,1996,130338
182,2,1,Nabeul,Nabeul,house,0,6,True,True,False,2005,325960
300,3,3,Gafsa,Gafsa,house,0,9,True,True,False,2010,302702
71,3,2,Bizerte,Bizerte,villa,0,5,True,False,False,2006,149111
280,1,4,Sfax,Sfax,apartment,0,3,True,False,False,2011,200390
398,2,2,Tataouine,Tataouine,house,0,3,True,True,False,2005,742454
354,7,2,Nabeul,Nabeul,villa,0,3,False,True,False,2012,1278478
70,2,1,Nabeul,Nabeul,apartment,6,1,True,False,False,2008,95608
69,4,3,Bizerte,Bizerte,house,0,8,True,True,False,2022,76169
74,1,1,Lac 1,Tunis,apartment,3,4,False,False,False,1998,290968
331,7,2,Kairouan,Kairouan,house,0,7,False,False,False,2021,653711
148,4,3,Sousse,Sousse,house,0,9,True,False,False,2003,569211
489,4,4,Carthage,Tunis,villa,0,1,True,False,True,2021,5195169
463,4,2,Nabeul,Nabeul,villa,0,2,True,False,False,2007,2011960
329,6,4,Sfax,Sfax,house,0,6,False,True,False,1990,895022
360,2,2,Nabeul,Nabeul,house,0,1,True,True,False,1993,1284971
294,4,2,Hammamet,Hammamet,apartment,3,7,True,False,False,1996,338211
334,7,2,Nabeul,Nabeul,villa,0,4,True,False,True,2004,1386549
358,1,4,Monastir,Monastir,villa,0,4,True,False,True,2002,1538958
265,6,3,Kairouan,Kairouan,villa,0,8,True,False,False,1996,528496
127,4,1,Kairouan,Kairouan,villa,0,6,True,True,True,2019,350656
124,6,1,Gabès,Gabès,house,0,9,False,False,False,2003,311180
371,6,1,Sousse,Sousse,villa,0,3,True,False,True,2019,2153803
103,4,1,Tataouine,Tataouine,villa,0,5,False,False,False,2008,177835
205,4,3,Carthage,Tunis,apartment,6,1,False,False,False,2005,900770
69,1,1,Bizerte,Bizerte,villa,0,5,False,False,False,1994,230018
213,6,1,Nabeul,Nabeul,house,0,4,False,True,False,2012,673996
368,5,2,Nabeul,Nabeul,house,0,8,True,False,False,2020,840280
407,6,4,Bizerte,Bizerte,apartment,1,8,False,False,False,2004,703947
473,1,1,Gafsa,Gafsa,house,0,5,False,False,False,1995,750669
116,5,1,Bizerte,Bizerte,villa,0,5,False,True,False,2009,276350
280,7,1,Nabeul,Nabeul,house,0,8,False,False,False,2015,950913
446,4,1,Sousse,Sousse,villa,0,6,True,False,False,2014,1049966
239,7,2,Monastir,Monastir,house,0,5,False,True,False,2019,483946
416,4,1,Gabès,Gabès,apartment,4,8,False,False,False,1996,289868
274,1,1,Hammamet,Hammamet,villa,0,3,True,False,False,2017,1000505
146,6,1,Sfax,Sfax,villa,0,6,False,False,True,2016,666061
340,2,4,Gafsa,Gafsa,villa,0,6,True,False,False,2023,673444
461,6,1,Kairouan,Kairouan,apartment,3,4,False,False,False,2012,701088
465,3,3,Nabeul,Nabeul,house,0,3,True,False,False,2011,950564
482,1,3,Kairouan,Kairouan,house,0,3,True,True,False,1995,682615
192,4,4,Sousse,Sousse,house,0,1,False,True,False,2013,440833
482,3,1,Ariana,Tunis,villa,0,7,True,False,True,2022,3311230
287,7,4,Sousse,Sousse,house,0,1,True,False,False,2023,684944
311,4,4,Gabès,Gabès,apartment,0,4,False,False,False,2021,201279
284,5,1,Carthage,Tunis,house,0,5,False,True,False,2000,1242727
245,2,3,Gafsa,Gafsa,house,0,1,False,True,False,1997,488808
457,7,1,Hammamet,Hammamet,villa,0,9,False,False,False,2008,1548791
360,3,3,Kairouan,Kairouan,apartment,0,3,False,False,False,2011,313920
266,7,2,Bizerte,Bizerte,villa,0,1,False,True,True,1996,1219833
476,7,2,Gafsa,Gafsa,villa,0,7,False,True,True,2010,1084078
479,3,4,Nabeul,Nabeul,villa,0,8,True,False,False,1993,2096697
449,3,3,Sfax,Sfax,house,0,2,False,True,False,1990,637447
50,6,3,Monastir,Monastir,house,0,7,False,False,False,2013,105040
141,2,4,Tataouine,Tataouine,house,0,1,False,True,False,1999,223244
482,1,1,Nabeul,Nabeul,villa,0,7,False,True,False,1993,1826645
136,5,4,Nabeul,Nabeul,villa,0,7,True,True,False,1999,392901
85,2,4,Sousse,Sousse,house,0,2,False,False,False,2005,204734
470,1,3,Sousse,Sousse,house,0,9,False,True,False,1997,1850963
417,6,4,Gafsa,Gafsa,villa,0,2,False,True,False,1993,1320395
277,6,3,Nabeul,Nabeul,house,0,2,False,False,False,2007,369462
456,3,2,Hammamet,Hammamet,apartment,5,5,True,False,False,2013,658445
81,4,4,Kairouan,Kairouan,house,0,5,True,False,False,1996,183891
391,3,3,Sousse,Sousse,apartment,6,9,True,False,False,2015,1161692
190,2,3,Kairouan,Kairouan,villa,0,2,True,True,False,2017,401330
469,1,2,Sousse,Sousse,apartment,5,6,True,False,False,2023,965595
413,6,2,La Marsa,Tunis,villa,0,6,False,False,True,2018,2649923
103,5,1,Nabeul,Nabeul,apartment,9,5,False,False,False,1998,145971
262,5,2,Sousse,Sousse,house,0,6,False,False,False,2000,350273
305,7,1,Hammamet,Hammamet,house,0,4,False,True,False,2023,704469
408,7,1,Sfax,Sfax,house,0,8,True,False,False,2021,741371
185,6,2,Nabeul,Nabeul,apartment,1,8,True,False,False,1996,562237
103,5,3,Soukra,Tunis,villa,0,2,False,False,False,2023,559537
413,7,1,Monastir,Monastir,apartment,8,8,False,False,False,2006,582825
61,6,3,Nabeul,Nabeul,apartment,1,5,False,False,False,1995,70857
384,2,1,Nabeul,Nabeul,house,0,3,True,True,False,2001,1466809
480,6,1,Sousse,Sousse,house,0,1,True,True,False,2022,1622484
167,5,3,Bizerte,Bizerte,house,0,8,True,True,False,2019,381140
385,2,1,Tataouine,Tataouine,house,0,2,False,False,False,2008,402001
373,3,2,Monastir,Monastir,villa,0,9,True,False,False,2020,543108
373,7,3,Bizerte,Bizerte,villa,0,7,True,False,True,2005,816750
353,5,3,Gafsa,Gafsa,apartment,6,4,False,False,False,2021,539666
74,5,4,Sousse,Sousse,house,0,3,False,False,False,1996,202366
282,1,2,Sfax,Sfax,apartment,6,2,False,False,False,1990,281097
436,7,1,Ariana,Tunis,villa,0,6,True,True,True,2014,3501547
265,5,4,Tataouine,Tataouine,apartment,6,6,False,False,False,1997,316516
117,2,3,Bizerte,Bizerte,villa,0,4,True,False,False,2002,205208
122,7,1,Kairouan,Kairouan,apartment,2,3,True,False,False,2014,247079
270,3,4,Bizerte,Bizerte,house,0,4,True,False,False,2000,306633
203,5,2,Sousse,Sousse,house,0,8,False,True,False,1999,289128
272,4,2,Monastir,Monastir,apartment,9,4,True,False,False,1998,376078
58,7,2,Hammamet,Hammamet,apartment,7,4,True,False,False,2003,96977
78,3,3,Gafsa,Gafsa,house,0,3,True,False,False,2021,159790
325,3,4,Hammamet,Hammamet,house,0,4,False,False,False,1997,1245699
91,5,1,Monastir,Monastir,villa,0,6,False,False,False,2005,113742
102,5,3,Gabès,Gabès,apartment,1,6,True,False,False,2022,195864
64,6,3,Lac 1,Tunis,house,0,5,False,False,False,2015,343283
156,7,4,Monastir,Monastir,apartment,2,6,True,False,False,2012,181883
274,5,1,Tataouine,Tataouine,house,0,2,True,True,False,2023,672081
192,3,2,Gafsa,Gafsa,villa,0,9,False,True,True,2015,418297
405,7,1,Sousse,Sousse,house,0,4,False,False,False,2009,1559282
443,7,1,Kairouan,Kairouan,apartment,8,6,False,False,False,2017,815474
324,6,2,Monastir,Monastir,apartment,3,3,False,False,False,2011,227577
188,6,2,Sfax,Sfax,villa,0,9,False,True,True,2013,385968
322,4,2,Gabès,Gabès,apartment,3,7,True,False,False,1998,357304
198,2,2,Nabeul,Nabeul,house,0,1,False,True,False,1990,553482
497,7,1,Gafsa,Gafsa,house,0,9,True,False,False,1990,1139720
327,6,4,Tataouine,Tataouine,villa,0,1,True,False,False,1999,1185628
192,4,4,Kairouan,Kairouan,house,0,4,False,False,False,1994,283944
224,3,1,Monastir,Monastir,villa,0,4,False,False,True,2014,674279
498,5,1,Kairouan,Kairouan,villa,0,4,True,True,True,1994,1863864
289,2,2,Hammamet,Hammamet,apartment,1,2,True,False,False,2005,720997
