id,title,subtitle,price,transaction_type,property_type,location_details,municipality,surface,rooms,bedrooms,bathrooms,features,poi,description,url,image_path,images_folder,images_count,scraped_at,last_updated
2955,Résidence Omrane 16- Élégance à Riadh El Ghazela,Tunisie,À partir de369000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,,,,{},{},Écoles,https://www.mubawab.tn/fr/p/4427/r%C3%A9sidence-omrane-16-%C3%A9l%C3%A9gance-%C3%A0-riadh-el-ghazela,media\apartment\253\image_001.jpg,media\apartment\253,26,2026-02-18 10:15:36.063981,Unknown
2956,A vendre s1 a sidi mahrsi nabeul zone touristiq,Tunisie,400000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,1.0,rangement,,{},{},"agence immobilière ""FIMILKI"" vous propose la vente d' un appartement s1 dans la zone touristique sidi-mahrsi - nabeul : *titre bleu individuel *résidence gardée et en sécurité *vue mer avec grande terrasse *meublé *parking en sous-sol * à presque 450 mètres de la plage sidi-mahrsi",https://www.mubawab.tn/fr/a/8299957/a-vendre-s1-a-sidi-mahrsi-nabeul-zone-touristiq,media\apartment\56\image_001.jpg,media\apartment\56,8,2026-02-18 09:28:47.912919,Unknown
2957,S3 en vente,Tunisie,539994 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,132.5,3.0,,,{},{},"Découvrez votre futur appartement S3 clé en main au Kram, avec livraison prévue pour octobre 2026.Tecnocasa vous propose ce logement moderne en promotion directe promoteur, idéalement situé sur la route principale.D’une superficie de 128,57 m².Cette appartement se compose d’un salon lumineux ouvert sur un balcon, parfait pour profiter d’un espace extérieur, d’une chambre confortable, d’une kitchenette ouverte ainsi que d’une salle de douche moderne équipée de sanitaires de qualité.Conçu avec soin, l’appartement sera livré clé en main, avec des finitions haut de gamme incluant carrelage moderne, peinture soignée, cuisine équipée et installation sanitaire complète.L’immeuble dispose également d’un ascenseur, offrant un confort quotidien optimal.",https://www.mubawab.tn/fr/a/8271217/s3-en-vente,media\apartment\273\image_001.jpg,media\apartment\273,1,2026-02-18 10:38:07.090641,Unknown
2958,Appartement S3 A Ain Zaghouan Nord,Tunisie,840000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,3.0,,,{},{},"Cet appartement, idéalement situé à Ain Zaghouan Nord, bénéficie de la proximité immédiate de toutes les commodités. Il se trouve au sixième et dernier étage d’une résidence sécurisée équipée de deux ascenseurs. Dès l’entrée, un salon spacieux pouvant accueillir un coin salon et une salle à manger. Il s’ouvre sur deux balcons, apportant luminosité naturelle. Une salle d’eau invités complète la partie jour. La cuisine, entièrement aménagée et équipée d'une plaque de cuisson, d'une hotte aspirante et d'un four électrique, dispose d’un accès à un séchoir fonctionnel ainsi qu’à une chambre de service. La partie nuit comprend trois chambres à coucher, dont une suite parentale avec sa salle de douche privative. Les deux autres chambres, dotées de dressings, se partagent une salle de bain commune équipée d’une baignoire. L’appartement est équipé d’un chauffage et d’une climatisation centrales. Une place de parking au sous-sol ainsi qu’un cellier sont également mis à disposition.",https://www.mubawab.tn/fr/a/8300203/appartement-s3-a-ain-zaghouan-nord,media\apartment\222\image_001.jpg,media\apartment\222,12,2026-02-18 10:07:53.181818,Unknown
2959,Un magnifique S2 à Cité El Faouz,Tunisie,Prix à consulter,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,1.0,,,{},{},"Découvrez la dernière nouveauté du Groupe le Logement : la résidence Fleur de Lys. Son emplacement exceptionnel a été soigneusement sélectionné pour répondre à vos besoins en matière de confort, sécurité et tranquillité. La résidence est idéalement située dans un quartier calme à Cité Elfawaz, entre Ennasr 2 et Jardins d’El Menzah 2, offrant une proximité optimale avec toutes les commodités. Profitez de l'efficacité de nos deux ascenseurs, bénéficiez d'un double parking en sous-sol, et découvrez des espaces commerciaux disponibles au rez-de-chaussée. N'hésitez pas à nous contacter pour obtenir plus d'informations. Chez Groupe le Logement, votre satisfaction est notre priorité !",https://www.mubawab.tn/fr/pa/7810520/un-magnifique-s2-%C3%A0-cit%C3%A9-el-faouz,media\apartment\35\image_001.jpg,media\apartment\35,17,2026-02-18 09:24:33.338574,Unknown
2960,A vendre un S1 neuf à Hammam Sousse,Tunisie,180000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,2.0,,,{},{},"Appartement S1 situé dans une résidence neuve en phase de finition, équipée d’un ascenseur et proche des commodités, écoles et transports. Il se compose, dès l’entrée, d’un salon avec coin kitchenette, équipée d’éléments de rangement, plaque de cuisson, hotte et four, donnant sur une terrasse non couverte. La chambre à coucher avec dressing s’ouvre également sur la même terrasse. Une salle de douche avec fenêtre complète l’appartement. L’appartement est équipé de chauffage central et de climatiseurs. Une place de parking est disponible en option et n’est pas incluse dans le prix.",https://www.mubawab.tn/fr/a/8295273/a-vendre-un-s1-neuf-%C3%A0-hammam-sousse,media\apartment\89\image_001.jpg,media\apartment\89,6,2026-02-18 09:35:49.561733,Unknown
2961,S3 en vente,Tunisie,220000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,99.3,2.0,,,{},{},"A Vendre , Un Appartement S3 entièrement rénové de 100m², offrant un cadre de vie agréable et lumineux. Il se compose d’un spacieux salon baigné de lumière naturelle avec balcon et grande fenêtre, de trois chambres à coucher confortables, d’une salle de douche ainsi que d’une cuisine aménagée et entièrement équipée (plaque de cuisson, hotte, four). Cet appartement allie fonctionnalité et confort, idéal pour une famille ou un investissement locatif.",https://www.mubawab.tn/fr/a/8304822/s3-en-vente,media\apartment\122\image_001.jpg,media\apartment\122,10,2026-02-18 09:43:10.549651,Unknown
2962,S4 à vendre jardin de Carthage,Tunisie,650000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,5.0,,,{},{},L'affiche imo vous propose a la vente à jardin de Carthage un appartement s4 neuf avec place parking au premier étage dans une résidence sécurisée Un prix très intéressant pour investissement où bien habitation Veuillez nous contacter sur le 55990007 WhatsApp,https://www.mubawab.tn/fr/a/8304579/s4-%C3%A0-vendre-jardin-de-carthage,media\apartment\213\image_001.jpg,media\apartment\213,6,2026-02-18 10:05:40.045808,Unknown
2963,Appartement S3 aux berges du lac 2,Tunisie,1400000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,4.0,,,{},{},"La Méditerranée Immobilière Lac 2, vous propose à la vente un magnifique appartement S3 au cinq'éme étage dans une résidence calme et sécurisée aux Berges du Lac 2 . Il se compose: un grand salon lumineux donnant accès sur un balcon. Une salle d'eau pour les invités, une cuisine équipée avec un séchoir . La partie nuit dispose d'une suite parentale , deux chambres à coucher avec des dressings et avec une salle de bain commune. L'appartement est équipé de chauffage central et des climatiseurs ainsi que deux places de parking .",https://www.mubawab.tn/fr/a/8247178/appartement-s3-aux-berges-du-lac-2,media\apartment\132\image_001.jpg,media\apartment\132,4,2026-02-18 09:45:59.97459,Unknown
2964,"S2 de 96,70m² sur une terrasses de 9,60m²",Tunisie,373000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,95.4,3.0,,,{},{},"La Résidence « REGALIA 2 » se situe à Ain Zaghouan et donne directement sur l’avenue Khalid Ibn El Walid, elle est idéalement placée à dix minutes du centre ville et de la Marsa, et à proximité des Berges du Lac et de l’aéroport. _CONCEPTION Née d’un désir d’exclusivité et d’excellence, la Résidence REGALIA se distingue par l’originalité de son architecture et de la conception de ses façades et de ses parties communes. La résidence s’articule autour d’une multitude d’espaces verts à la végétation luxuriante créant ainsi un véritable véritable poumon vert et faisant de la résidence un havre de paix et de sérénité. La 1 ère tranche de la Résidence « REGALIA » est composée de 02 Blocs comprenant des locaux de commerce et des appartements de Haut Standing de type S+1, S+2 et S+3, aux plans optimisés et jouissant de terrasses privatives. Les surfaces des appartements sont comprises entre 58m2 et plus de 165 m². Des places de stationnement et des celliers privatifs sont disponibles au sous-sol. _SERVICES DE PROXIMITÉ La Résidence jouit d’une multitude de services à proximité immédiate : Supermarchés « Monoprix, M.G » épicerie fine « BEN YAGHLEN ET BEN GAYED HESSINE » Jardin d’enfants, pharmacie, clinique la Soukra créant ainsi un espace de vie harmonieux et réfléchi et garantissant au mieux le confort quotidien des résidents. _COMMODITÉS Pour le bien être de nos chers futurs résidents, la Résidence REGALIA propose des prestations uniques : salle de sport, espaces loisirs , et abattoir. _SMART HOME Appartements intelligents par excellence grâce à la technologie smart home « en option ». Livraison décembre  2026",https://www.mubawab.tn/fr/pa/8053108/s2-de-96-70m%C2%B2-sur-une-terrasses-de-9-60m%C2%B2,media\apartment\248\image_001.jpg,media\apartment\248,18,2026-02-18 10:13:39.953146,Unknown
2965,A vendre s1 a sidi mahrsi nabeul zone touristiq,Tunisie,400000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,1.0,rangement,,{},{},"agence immobilière ""FIMILKI"" vous propose la vente d' un appartement s1 dans la zone touristique sidi-mahrsi - nabeul : *titre bleu individuel *résidence gardée et en sécurité *vue mer avec grande terrasse *meublé *parking en sous-sol * à presque 450 mètres de la plage sidi-mahrsi",https://www.mubawab.tn/fr/a/8299957/a-vendre-s1-a-sidi-mahrsi-nabeul-zone-touristiq,media\apartment\56\image_001.jpg,media\apartment\56,8,2026-02-18 09:28:47.912919,Unknown
2966,À vendre Maison Arabesque S2 à Nabeul,Tunisie,30000,sale,house,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,1.0,,,{},{},,https://www.mubawab.tn/fr/a/8188573/%C3%A0-vendre-maison-arabesque-s2-%C3%A0-nabeul,media\house\929\image_001.jpg,media\house\929,1,2026-02-18 20:03:51.270659,Unknown
2967,A vendre un appartement s2 à Mourouj 1,Tunisie,135000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,3.0,,,{},{},"La Méditerranée immobilière vous propose à la vente un appartement S2 situé à Mourouj 1, au troisième étage. Il se compose d’un salon lumineux avec balcon, de deux chambres à coucher disposant chacune de leur propre balcon, de deux blocs sanitaires ainsi que d’une cuisine fonctionnelle. L’appartement offre une distribution confortable et un emplacement stratégique, idéal pour habitation ou investissement locatif.",https://www.mubawab.tn/fr/a/8304367/a-vendre-un-appartement-s2-%C3%A0-mourouj-1,media\apartment\269\image_001.jpg,media\apartment\269,10,2026-02-18 10:36:27.660066,Unknown
2968,Un appartement en s2 proche de l'hotel Nahrawess,Tunisie,390000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,108.9,1.0,,,{},{},"A vendre L’appartement en S2 direct promoteur  se situe au 1ér étage d’une résidence en R2 calme et sécurisée proche de l’hôtel Nozha Beach et el Fell seulement à 400 mètres de la plage. Le hall d'entrée mène à un salon Une cuisine bien équipée avec des éléments de rangement. Deux chambres à coucher dont chacune est meublée par un dressing et qui se partagent une salle de bain Il est équipé par la climatisation chaud froid. Une place parking est disponible sur demande . L'appartement est avec titre individuel et les droit d'enregistrement fiscales sont de 1% . Superficie : 116m² Prix : 390MD Pour fixer un rendez vous, veuillez nous contacter sur le 22930606",https://www.mubawab.tn/fr/a/8129849/un-appartement-en-s2-proche-de-l-hotel-nahrawess,media\apartment\29\image_001.jpg,media\apartment\29,11,2026-02-18 09:23:14.61237,Unknown
2969,Appartement A03 – S1 – Résidence MAYA à Kairouan,Tunisie,167875 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,60.9,1.0,,,{},{},"Appartement A03 – S+1 – Résidence MAYA à Kairouan Appartement S+1 de 62,5 m², avec un jardin de 28 m², parfait pour profiter de la nature tout en restant proche de la ville. Le salon lumineux, la chambre confortable et la cuisine fonctionnelle font de cet appartement un choix idéal pour les jeunes couples ou investisseurs. Caractéristiques : Surface totale : 62,5 m² Jardin : 28 m² Prix TTC : 167.875,000 DT N'hésitez pas à prendre contact avec nous pour programmer rapidement votre visite !",https://www.mubawab.tn/fr/pa/8255186/appartement-a03-%E2%80%93-s1-%E2%80%93-r%C3%A9sidence-maya-%C3%A0-kairouan,media\apartment\46\image_001.jpg,media\apartment\46,5,2026-02-18 09:26:51.656714,Unknown
2970,"S2 de 117,33 m² à cité wahat l'Aouina",Tunisie,300000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,116.7,3.0,,,{},{},"Darcom Tunisia vous propose à la vente un joli S2 en excellent état, d'une superficie de 117,33 m² situé au 1er étage dans une résidence gardée et sécurisée dotée d’un très bon emplacement proche de toutes commodités à cité el wahat, l'Aouina. Il se compose comme suit : -un salon lumineux, -une cuisine aménagée avec séchoir, -un dressing dans le hall -deux chambres à coucher aux dimensions généreuses, l'une avec dressing et l'autre disposant d'un balcon privatif, -une salle de bain. -une place parking sous-sol est incluse",https://www.mubawab.tn/fr/a/8286907/s2-de-117-33-m%C2%B2-%C3%A0-cit%C3%A9-wahat-l-aouina,media\apartment\162\image_001.jpg,media\apartment\162,11,2026-02-18 09:52:52.338033,Unknown
2971,A vendre une villa a sidi mahrsi zone touristique,Tunisie,1700000 TND,sale,house,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,,rangement,,{},{},"agence immobilière ""FIMILKI"" vous propose la vente d'une villa à sidi-mahrsi -zone touristique nabeul : *villa à rénover * vue mer *à presque 300 mètres de la plage sidi-mahrsi *double accès *orientation sud et est",https://www.mubawab.tn/fr/a/8304046/a-vendre-une-villa-a-sidi-mahrsi-zone-touristique,media\house\918\image_001.jpg,media\house\918,1,2026-02-18 16:47:33.683643,Unknown
2972,"Appartement S3 à vendre, Résidence MALAGA 2 LA MARSA",Tunisie,850000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,4.0,,,{},{},Appartement S+3 au RDC avec Grand Jardin.,https://www.mubawab.tn/fr/pa/7909493/appartement-s3-%C3%A0-vendre-r%C3%A9sidence-malaga-2-la-marsa,media\apartment\189\image_001.jpg,media\apartment\189,2,2026-02-18 10:00:39.905632,Unknown
2973,Vente immeuble Hawaii,Tunisie,30000,sale,house,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,,,,{},{},,https://www.mubawab.tn/fr/a/8305645/vente-immeuble-hawaii,media\house\942\image_001.jpg,media\house\942,1,2026-02-18 20:04:12.820113,Unknown
2974,A vendre appartement S2 HS à AFH Mrezga hammamet,Tunisie,475000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,106.9,1.0,rangement,,{},{},"L’agence immobilière Le Boulevard vous propose : A #Vendre           #Référence : 1432a Un appartement S2 haut standing, dans une résidence bien sécurisée à AFH Mrezge, Cité El wafa, Nabeul. Il se compose d’un salon lumineux avec terrasse, d’une cuisine indépendante bien équipée (plaque, hotte, etc.) avec séchoir, d’une salle d’eau pour les invités, d’une suite parentale avec dressing et d’une chambre à coucher avec dressing •	Climatisation en split système •	Chauffage central •	Vidéo phone et code d’accès •	Piscine collective •	Salle de sport •	Ascenseur •	Jardin aménagé et espaces extérieurs •	Espace de loisirs et de détente •	15 minutes de la plage à pied •	Près de tourtes les commodité (Magasin, restaurant, faculté, banque, pharmacie…) •	Superficie : 105 m² •	Remise des clés en mars 2027 •	Prix : 475.000 TND inclus place de parking sous-sol",https://www.mubawab.tn/fr/a/8304375/a-vendre-appartement-s2-hs-%C3%A0-afh-mrezga-hammamet,media\apartment\247\image_001.jpg,media\apartment\247,10,2026-02-18 10:13:12.124539,Unknown
2975,Superbe Appartement S2 à vendre la Soukra,Tunisie,584517 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,109.9,1.0,rangement,,{},{},"S+2 avec terrasse et jardin. dans un quartier résidentiel calme, proche de toutes les commodités. L'appartement dispose d'une entrée indépendante, une salon lumineux avec accès au jardin,deux chambres confortables, une cuisine agencée et équipé une salle de bain avec douche à l’italienne,une salle d’eau invité et un suite parentale. jardin piscinable et équipé d'une caméra de surveillance. deux places de parking Superficie 104.65 m² Terrasse 18.67 m² Jardin 38.09 m² Prix ttc  584.517,000.",https://www.mubawab.tn/fr/pa/8257523/superbe-appartement-s2-%C3%A0-vendre-la-soukra,media\apartment\285\image_001.jpg,media\apartment\285,17,2026-02-18 10:46:27.072287,Unknown
2976,Un magnifique S2 à Cité El Faouz,Tunisie,Prix à consulter,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,2.0,,,{},{},"Découvrez la dernière nouveauté du Groupe le Logement : la résidence Fleur de Lys. Son emplacement exceptionnel a été soigneusement sélectionné pour répondre à vos besoins en matière de confort, sécurité et tranquillité. La résidence est idéalement située dans un quartier calme à Cité Elfawaz, entre Ennasr 2 et Jardins d’El Menzah 2, offrant une proximité optimale avec toutes les commodités. Profitez de l'efficacité de nos deux ascenseurs, bénéficiez d'un double parking en sous-sol, et découvrez des espaces commerciaux disponibles au rez-de-chaussée. N'hésitez pas à nous contacter pour obtenir plus d'informations. Chez Groupe le Logement, votre satisfaction est notre priorité !",https://www.mubawab.tn/fr/pa/7810520/un-magnifique-s2-%C3%A0-cit%C3%A9-el-faouz,media\apartment\35\image_001.jpg,media\apartment\35,17,2026-02-18 09:24:33.338574,Unknown
2977,"À LOUER Appartement En S2, Le Kram",Tunisie,Prix à consulter,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,60.3,2.0,,,{},{},"Appartement S2 jamais habité de 70 m², situé au deuxième étage d’une résidence bien entretenue et sécurisée au Kram, à proximité de l’hôpital Khaierddine. Il se compose d’un salon lumineux avec balcon dès l’entrée, d’une cuisine ouverte équipée (hotte, four, plaque de cuisson) avec placards encastrés, d’une salle de bain moderne avec cabine de douche, ainsi que d’une partie nuit comprenant deux chambres à coucher",https://www.mubawab.tn/fr/a/8296977/%C3%A0-louer-appartement-en-s2-le-kram,media\apartment\241\image_001.jpg,media\apartment\241,6,2026-02-18 10:11:59.346419,Unknown
2978,S3 Neuf de 177m² à Jinene Soukra 1 Chotrana 3,Tunisie,Prix à consulter,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,178.3,3.0,,,{},{},"Découvrez ce magnifique appartement S3 de 177 m², situé au deuxième étage de la prestigieuse Résidence Jinene Soukra 1. Il se distingue par son agencement spacieux et fonctionnel, offrant un salon généreux et lumineux, une cuisine moderne , trois chambres confortables dont une suite parentale, et deux salles de bain contemporaines. En outre, vous bénéficiez d'une vaste terrasse de 40 m², idéale pour profiter d'un espace extérieur privé parfait pour se détendre ou recevoir des invités. Situé au cœur de Soukra, dans un quartier dynamique en pleine expansion, cet appartement offre un cadre de vie raffiné et confortable. La Résidence Jinene Soukra 1 propose également de nombreuses commodités pour améliorer votre qualité de vie. Ne manquez pas cette opportunité unique de posséder cet appartement exceptionnel. Contactez-nous dès maintenant pour plus d'informations et découvrez toutes les possibilités qu'il offre pour réaliser votre projet de vie.",https://www.mubawab.tn/fr/pa/7938025/s3-neuf-de-177m%C2%B2-%C3%A0-jinene-soukra-1-chotrana-3,media\apartment\187\image_001.jpg,media\apartment\187,28,2026-02-18 10:00:03.516869,Unknown
2979,Superbe S3 de 148m² avec terrasse de 28.4m²,Tunisie,Prix à consulter,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,152.2,4.0,rangement,,{},{},"La Résidence Marbella combine confort, fonctionnalité et design moderne pour un cadre de vie élégant et pratique. Chaque appartement dispose de prestations de qualité, d’un parking sous-sol sécurisé et de celliers privés. Nos appartements type S+3 (Salon et 3 chambres) sont spacieux, fonctionnels et conçus dans un style soigné pour répondre à tous vos besoins. Surface disponible : de 125 à 166 m² « Pour d’amples informations, n'hésitez pas à nous contacter au +216 98 780 888 ou par e-mail à commercial@cipolin-immobilier.com. Site web : cipolin-immobilier.com. »",https://www.mubawab.tn/fr/pa/8270424/superbe-s3-de-148m%C2%B2-avec-terrasse-de-28-4m%C2%B2,media\apartment\105\image_001.jpg,media\apartment\105,17,2026-02-18 09:39:12.071556,Unknown
2980,S0 en vente a chott mariem,Tunisie,130000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,1.0,,,{},{},"Cet appartement, situé au premier étage d'une résidence bien entretenue avec piscine, bénéficie d’un cadre verdoyant agréable. L’entrée mène à un séjour lumineux, donnant sur un balcon. La cuisine ouverte équipée , s’intègre harmonieusement au salon. Une salle de bain avec douche complète ce bien. De plus, un autre studio similaire, situé juste à côté, est également disponible à la vente. Les deux studios peuvent être acquis ensemble et réunis pour créer un seul appartement, offrant ainsi une surface habitable plus spacieuse. Ce projet présente un potentiel locatif intéressant.",https://www.mubawab.tn/fr/a/8039882/s0-en-vente-a-chott-mariem,media\apartment\179\image_001.jpg,media\apartment\179,6,2026-02-18 09:57:07.75596,Unknown
2981,Appartement S3 aux berges du lac 2,Tunisie,1400000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,4.0,,,{},{},"La Méditerranée Immobilière Lac 2, vous propose à la vente un magnifique appartement S3 au cinq'éme étage dans une résidence calme et sécurisée aux Berges du Lac 2 . Il se compose: un grand salon lumineux donnant accès sur un balcon. Une salle d'eau pour les invités, une cuisine équipée avec un séchoir . La partie nuit dispose d'une suite parentale , deux chambres à coucher avec des dressings et avec une salle de bain commune. L'appartement est équipé de chauffage central et des climatiseurs ainsi que deux places de parking .",https://www.mubawab.tn/fr/a/8247178/appartement-s3-aux-berges-du-lac-2,media\apartment\132\image_001.jpg,media\apartment\132,4,2026-02-18 09:45:59.97459,Unknown
2982,Appartement S3 à ain Zaghouan,Tunisie,468000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,4.0,,,{},{},Société Mellouli immobilière met à la vente un appartement S3 à ain Zaghouan derrière maison hyndai dans une résidence calme et sécurisée - salon avec balcon - cuisine agencée et équipée avec séchoir - salle d'eau pour invités - deux chambres à coucher avec dressing - suite parentale - salle de bain commune L'appartement est doté de la climatisation en Split et du chauffage central.,https://www.mubawab.tn/fr/a/8198766/appartement-s3-%C3%A0-ain-zaghouan,media\apartment\71\image_001.jpg,media\apartment\71,6,2026-02-18 09:31:51.958064,Unknown
2983,Vente d' appartement à l'Aouina de Superficie 122 m²,Tunisie,Prix à consulter,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,121.5,2.0,rangement,,{},{},"Située dans le quartier stratégique et dynamique de Wahat Aouina, à seulement 10 minutes de l’aéroport et à proximité immédiate du Lac 2, Tunisia Mall, Carrefour La Marsa et de nombreuses commodités, la Résidence Les Colombes vous offre un cadre de vie exceptionnel, à la fois pratique et élégant. Cette résidence moderne se distingue par : Deux niveaux de parking en sous-sol pour un stationnement sécurisé et confortable, Un rez-de-chaussée fonctionnel avec deux entrées indépendantes, accueillant des appartements avec terrasses et des commerces, Six étages dédiés à des appartements haut standing au design contemporain, pensés pour répondre aux attentes de confort, de style et de fonctionnalité. S+1 à partir de 224.000 DT TTC S+2 à partir de 308.000 DT TTC S+3 à partir de 458.000 DT TTC Un seul  S+4 de 198,7m² Place  de parking sous sol à 25.000 DT TTC Un excellent choix pour vivre ou investir dans un quartier en plein essor. Contactez-nous dès maintenant pour organiser votre visite",https://www.mubawab.tn/fr/pa/8185301/vente-d-appartement-%C3%A0-l-aouina-de-superficie-122-m%C2%B2,media\apartment\79\image_001.jpg,media\apartment\79,5,2026-02-18 09:33:42.30398,Unknown
2984,Bel appartement à vendre à Aouina. 2 chambres agréables,Tunisie,Prix à consulter,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,89.3,3.0,rangement,,{},{},"Faites une belle affaire en achetant cet appartement. 2 chambres à coucher, 1 salle de bains, 91 m². 3 pièces. Nouveau. Idéal si vous souhaitez acheter un appartement à Aouina. Résidence sécurisée et porte blindée. Le bien dispose également d'une antenne parabolique. Bénéficiez du calme absolu avec fenêtres en double vitrage. Dispose du chauffage central. Programmez dès maintenant votre visite pour cet appartement d'exception. Résidence bien équipée avec places de stationnement et ascenseur. Confort et sécurité avec service de conciergerie et climatisation. Décoration moderne avec salon européen.",https://www.mubawab.tn/fr/pa/8185298/bel-appartement-%C3%A0-vendre-%C3%A0-aouina-2-chambres-agr%C3%A9ables,media\apartment\47\image_001.jpg,media\apartment\47,5,2026-02-18 09:27:02.248355,Unknown
